rank,company_id,company_name,website,source,final_score,confidence,final_stage,fit_label,best_contact_persona,personalized_hook,suggested_discovery_question,top_positive_signals,top_negative_signals,likely_pain_points,disqualifiers,manual_review_required,important_urls,homepage_url,careers_url,docs_url,status_url,github_url,blog_or_changelog_url
50,trycollai-com,CollAI,https://trycollai.com,cmu,35,medium,premium,strong_candidate,,,What specific challenges does CollAI face in developing and integrating their solution into production environments?,"Zero-trust AI incident response platform for FinTech.; SOC 2 Type II-ready architecture, aligned with PCI-DSS and DORA operations.",Currently pre-launch with no public product records available.; Lacks critical API documentation and integration tools.,Delayed market entry due to pre-launch status.; Insufficient developer and integration support materials.,Pre-launch with no existing product surface.; Lack of public API documentation and necessary integrations.,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://dashboard.trycollai.com/dashboard/login?redirect=%2Fabout"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://dashboard.trycollai.com/dashboard/login?redirect=%2Fabout-us"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://dashboard.trycollai.com/dashboard/login?redirect=%2Fblog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://dashboard.trycollai.com/dashboard/login?redirect=%2Fcareers"", ""source_type"": ""careers"", ""why_important"": """", ""used_in_reasoning"": false}, {""url"": ""https://dashboard.trycollai.com/dashboard/login?redirect=%2Fcompany"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://dashboard.trycollai.com/dashboard/login?redirect=%2Fdocs"", ""source_type"": ""docs"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://dashboard.trycollai.com/dashboard/login?redirect=%2Ffeatures"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://dashboard.trycollai.com/dashboard/login?redirect=%2Fplans"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://dashboard.trycollai.com/dashboard/login?redirect=%2Fpricing"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://dashboard.trycollai.com/dashboard/login?redirect=%2Fproduct"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://dashboard.trycollai.com/dashboard/login?redirect=%2Fstatus"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}, {""url"": ""https://dashboard.trycollai.com/dashboard/login?redirect=%2Fteam"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://trycollai.com"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}]",https://trycollai.com,https://dashboard.trycollai.com/dashboard/login?redirect=%2Fcareers,https://dashboard.trycollai.com/dashboard/login?redirect=%2Fdocs,https://dashboard.trycollai.com/dashboard/login?redirect=%2Fstatus,,https://dashboard.trycollai.com/dashboard/login?redirect=%2Fblog
51,locammend-com,Locammend,https://www.locammend.com,cmu,34,medium,premium,skip,,,How does Locammend plan to evolve its platform post-launch to potentially engage more business-focused applications or integrations?,Incorporates AI-multilenabled applications for recommendations.,Currently pre-launch with no visible product surface suitable for B2B engagement at this stage.,"Achieving market differentiation in a competitive consumer recommendations space.; Developing and scaling a robust AI engine capable of accurate, high-reliability recommendations.",Pre-launch with no product surface; Consumer-focused app with no visible B2B or production complexities,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.locammend.com"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}]",https://www.locammend.com,,,,,
52,addy-so,Addy AI,https://addy.so,cmu,30,high,premium,strong_candidate,,,,"Addy AI operates in B2B space, focusing on AI automation for real estate loans, potentially benefiting from efficiency tools.","Addy AI lacks substantive API documentation and does not mention on-call capabilities, which are crucial for integrating solutions like Emergent Delta.",Need for reduced loan processing time; Challenges in automating manual tasks in lending,No on-call or substantive API/docs,false,"[{""url"": ""https://addy.com/"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://addy.com/about-us"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://addy.com/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://addy.com/careers"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://addy.com/case-studies/how-sphinx-capital-cut-loan-processing-time-from-hours-to-minutes-with-addy-ai"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://addy.com/contact-us"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://addy.com/document-ai-for-mortgage-lending"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://addy.com/help-center"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://addy.so/case-studies/how-sphinx-capital-cut-loan-processing-time-from-hours-to-minutes-with-addy-ai"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": false}, {""url"": ""https://addyai.notion.site/Full-Stack-Engineer-Remote-8e60887860d5408fbb6d31a9096a90a6"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://addy.com/,https://addyai.notion.site/Full-Stack-Engineer-Remote-8e60887860d5408fbb6d31a9096a90a6,https://addy.so/case-studies/how-sphinx-capital-cut-loan-processing-time-from-hours-to-minutes-with-addy-ai,,,https://addy.com/blog
53,troupe-ai,Troupe.ai,https://www.troupe.ai,cmu,30,high,premium,strong_candidate,,Explore how AI-driven incident RCA can complement Troupe.ai's messaging performance analytics to enhance reliability.,How do you currently manage incident response and integrate with external systems?,"Focuses on AI-driven analytics for messaging performance, a critical aspect for B2B marketing technology.; Engages in hiring for backend roles, indicating a focus on developing robust backend systems.; Looks across all touchpoints and content, employing AI to centralize messaging guides.","No public API documentation available, hindering integration possibilities.; Lacks webhook support, limiting automation and integration capabilities.",Challenges integrating with other systems due to lack of API support.; Potential issues with scalability and reliability without robust integration tools.,"Does not provide public API or webhook capabilities, critical for integration-focused products.",true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}, {""url"": ""https://status.troupe.ai"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}, {""url"": ""https://www.troupe.ai"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.troupe.ai/about-us"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.troupe.ai/careers"", ""source_type"": ""careers"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.troupe.ai/our-product"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": true}]",https://www.troupe.ai,https://www.troupe.ai/careers,,https://status.troupe.ai,,
54,tryapril-com,April,https://tryapril.com,cmu,30,medium,premium,strong_candidate,,,,Utilizes AI for email and calendar management.,No evidence of API integrations or on-call support relevant to enterprise needs.; Pre-launch status without substantial evidence of product capabilities in handling production-critical use cases.,"Need for scalable API integrations in a technical environment; Lack of mature, on-call operational support for complex scenarios",Pre-launch status without mature operational tooling; No focus on B2B production-critical software,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://tryapril.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://tryapril.com/blogs"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://tryapril.com,,,,,
55,alimustafagames-com,Ali Mustafa Games,https://alimustafagames.com,cmu,30,medium,premium,strong_candidate,,,,The company designs culturally authentic games that celebrate Muslim life.,"Lack of public APIs, webhooks, or technical integration documentation.; Primarily a consumer-focused tabletop gaming company without production-critical software needs.",Difficulty integrating broader digital capabilities or educational content into existing game designs.,No digital product surface requiring production-critical operations or API integrations.; Lack of interoperability with modern DevOps or incident management tools.,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://alimustafagames.com"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://alimustafagames.com/about"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://alimustafagames.com/contact"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://alimustafagames.com/faq"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://alimustafagames.com,,,,,
56,a4e-tech,Analytics 4 Everyone,https://a4e.tech,cmu,30,high,premium,skip,,,,"Provides AI solutions for education, indicating technical knowledge.",Does not show evidence of production-critical operations such as on-call language or public APIs.,Need for production readiness in service offerings; Lack of documentation for technical integration,No on-call or substantive docs present,false,"[{""url"": ""https://a4e.tech"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://a4e.tech/about-our-company/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://a4e.tech/api-from-belgian-luzmo-writes-down-data-insights-in-normal-language-techzine-europe/"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": true}, {""url"": ""https://a4e.tech/careers-breakfast-ai-and-machine-learning-the-kings-school-chester/"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://a4e.tech/contact-us/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://a4e.tech/team-canada-could-have-edge-for-olympic-gold-per-analytics-heavy-com/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}, {""url"": ""https://news.google.com/rss/articles/CBMi1wFBVV95cUxPLTlrd3JRT21pY3RfZnpBZGNDd1NZQm9WcnhzdHFzSnlJbDJzRUFXTDYxZEtaekRyc1h2ME1uUlhwRUc0OVVvTC1XN0ZWZkJwZ1dzRjRRQUVrWnVhdktSVm9MX0hjYlpPSGlwRUNrTzJPODA0bWx3emVIZGtFWTgwalh3RUJNSHdBYk5lU08wSVVxeTlKR3dxam53aEt5R1JmQ1lQSk9PU3FpQTF5d3ZFZ2hVZC16aHlsWW00bjJvWVp1ZVNBcGxnV1pjZFVUVEJCRmNBampzNA?oc=5"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}]",https://a4e.tech,https://a4e.tech/careers-breakfast-ai-and-machine-learning-the-kings-school-chester/,https://a4e.tech/api-from-belgian-luzmo-writes-down-data-insights-in-normal-language-techzine-europe/,,,https://news.google.com/rss/articles/CBMi1wFBVV95cUxPLTlrd3JRT21pY3RfZnpBZGNDd1NZQm9WcnhzdHFzSnlJbDJzRUFXTDYxZEtaekRyc1h2ME1uUlhwRUc0OVVvTC1XN0ZWZkJwZ1dzRjRRQUVrWnVhdktSVm9MX0hjYlpPSGlwRUNrTzJPODA0bWx3emVIZGtFWTgwalh3RUJNSHdBYk5lU08wSVVxeTlKR3dxam53aEt5R1JmQ1lQSk9PU3FpQTF5d3ZFZ2hVZC16aHlsWW00bjJvWVp1ZVNBcGxnV1pjZFVUVEJCRmNBampzNA?oc=5
57,tensormachines-org,"Tensor Machines, Inc.",https://tensormachines.org,cmu,30,medium,premium,strong_candidate,,,,,Lack of public API documentation limits integration with existing systems.; No on-call support may result in longer incident response times.,Lack of public API documentation limits integration with existing systems.; No on-call support may result in longer incident response times.,Hardware/biotech with minimal software ops surface,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://www.tensormachines.org/"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}]",https://www.tensormachines.org/,,,,,
58,learnbasics-ai,Basics,https://learnbasics.ai,cmu,30,medium,premium,skip,,,,,Absence of on-call capabilities.; Lack of public API documentation.; Insufficient developer materials for production use.,Need for robust documentation tools that support production workflows.; Difficulty in scaling incident response without dedicated reliability staff.,Pre-launch with no product surface; No API docs or integrations available; No on-call language found in public materials,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://learnbasics.ai"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer. (fetch failed: The read operation timed out)"", ""used_in_reasoning"": false}]",,,,,,
59,shipsec-ai,ShipSec AI,https://shipsec.ai,cmu,30,medium,premium,strong_candidate,,,Could you describe any plans to incorporate public API documentation and on-call support structures?,"B2B with focus on cybersecurity workflows, potentially aligning with production-critical environments.",Lacks public API documentation; No mention of on-call responsibilities,Needs for reliable API documentation for integrations; On-call readiness lacking for small teams.,Lacks public API documentation; No mention of on-call responsibilities,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://docs.shipsec.ai"", ""source_type"": ""fallback_page"", ""why_important"": """", ""used_in_reasoning"": false}, {""url"": ""https://github.com/ShipSecAI/studio"", ""source_type"": ""github"", ""why_important"": ""Technical footprint and engineering culture."", ""used_in_reasoning"": false}, {""url"": ""https://github.com/ShipSecAI/studio/blob/main/LICENSE"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://github.com/ShipSecAI/studio/releases"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://shipsec.ai"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://shipsec.ai/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://shipsec.ai/changelog/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://shipsec.ai/contact/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://shipsec.ai/docs"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": true}]",https://shipsec.ai,,https://shipsec.ai/docs,,https://github.com/ShipSecAI/studio,https://shipsec.ai/blog
60,remit-scout-com,Remit-Scout,https://www.remit-scout.com,cmu,25,high,premium,skip,,,How do you plan to manage incidents and operational challenges once your platform is fully launched?,Remit-Scout has operational readiness checks in its status page indicating a preparation for infrastructure operations.,Remit-Scout is still in a pre-launch phase without tangible API integrations or developer-centric tools.,Difficulty in efficiently managing service incidents once launched,Pre-launch with no product surface; No API or developer documentation provided,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://www.remit-scout.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.remit-scout.com/about"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.remit-scout.com/contact"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.remit-scout.com/faq"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.remit-scout.com/legal/terms"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.remit-scout.com/newsletter"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.remit-scout.com/status"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": true}]",https://www.remit-scout.com,,,https://www.remit-scout.com/status,,
61,paladio-ai,Paladio AI,https://www.paladio.ai,cmu,25,medium,premium,skip,,,,Paladio AI offers scalable AI agents that integrate seamlessly with existing workflows.,Paladio AI is currently pre-launch with no concrete product surface.,Need for rapid incident root-cause analysis; Integration with existing workflows,Pre-launch with no product surface,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.paladio.ai"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.paladio.ai/about"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.paladio.ai/blog/whats-new-in-paladio"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.paladio.ai/contact"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://www.paladio.ai,,,,,
62,jostlapp-com,JostlApp,https://www.jostlapp.com,cmu,25,medium,premium,strong_candidate,,,,Potential growth in user base indicates a future need for scalable solutions.,"JostlApp is a consumer-focused social network with limited B2B or production-critical elements.; Lacks APIs, webhooks, or any indication of on-call processes or public-facing technical documentation.",Scalability as the user base grows; Limited technical documentation for API or third-party integrations,Primarily a consumer app with no B2B narrative or production complexity,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.jostlapp.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer. (fetch failed: HTTP 421)"", ""used_in_reasoning"": false}]",,,,,,
63,journeyrobotics-com,Journey Robotics,https://journeyrobotics.com,cmu,20,medium,premium,skip,,,,Enhances operational efficiency in aviation through automation.,No software platform with APIs or on-call capabilities.; Focuses heavily on hardware with minimal software operations surface.,Labor shortages in the aviation industry; Need for operational efficiency in baggage handling,hardware_heavy; no_on_call_or_substantive_docs; Hardware/biotech with minimal software ops surface,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://www.journeyrobotics.com/"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.journeyrobotics.com/about"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.journeyrobotics.com/contact"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.journeyrobotics.com/latest-news"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.journeyrobotics.com/service"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": true}]",https://www.journeyrobotics.com/,,,,,
64,tryoctapulse-com,OctaPulse,https://www.tryoctapulse.com,cmu,20,high,premium,strong_candidate,,,,Uses AI for automation in aquaculture,Hardware-centric approach with minimal software integration; Lacks substantive API or developer documentation,Difficulty in implementing software-driven scalability solutions; Dependence on manual processes due to lacking software integration,Hardware-focused with minimal software strategy; No substantial API or dev tool presence,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://www.tryoctapulse.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": false}, {""url"": ""https://www.tryoctapulse.com/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://www.tryoctapulse.com/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": false}, {""url"": ""https://www.tryoctapulse.com/docs"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": true}, {""url"": ""https://www.tryoctapulse.com/status"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}]",https://www.tryoctapulse.com,https://www.tryoctapulse.com/careers,https://www.tryoctapulse.com/docs,https://www.tryoctapulse.com/status,,https://www.tryoctapulse.com/blog
65,headstraitlabs-com,HeadStrait Labs,https://headstraitlabs.com,cmu,20,medium,premium,skip,,,How do you integrate software feedback into your hardware solutions without on-call support?,,Company is hardware-focused with limited software functionality.; Lacks on-call capabilities and substantive API documentation.,Limited software capabilities for scaling operations.; Lack of integrated software solutions for incident management.,High reliance on physical medical devices over software solutions.,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://headstraitlabs.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://technical.ly/professional-development/headstrait-labs-cofounder-advice-how-i-got-here"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://webflow.com/templates/designers/t-pine"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.cmu.edu/swartz-center-for-entrepreneurship/community-and-news/news/index.html"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.roboticsfactory.org/blog-posts/innovation-works-robotics-factory-welcomes-5-companies-to-accelerate-program"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://headstraitlabs.com,,,,,
66,estat-tech,ESTAT Actuation,https://www.estat.tech,cmu,20,high,premium,skip,,,,None particularly relevant to Emergent Delta's needs were identified.,"Lacks evidence of APIs or substantial developer documentation.; Primarily hardware-focused, with electroadhesive technology products.; No evidence of on-call processes or reliability-focused language.",Need for software integration that complements existing hardware solutions.; Limited resources or capabilities for handling software-related incidents.,Hardware/biotech focus with minimal software operational capability,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}, {""url"": ""https://www.estat.tech"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.estat.tech/about-us"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.estat.tech/careers"", ""source_type"": ""careers"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.estat.tech/contact-us"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.estat.tech/documentation"", ""source_type"": ""docs"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.estat.tech/faq"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.estat.tech/product-catalogs"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.estat.tech/products"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://www.estat.tech,https://www.estat.tech/careers,https://www.estat.tech/documentation,,,
67,horizonmodeling-com,Horizon Modeling Solutions,https://horizonmodeling.com,cmu,20,medium,premium,strong_candidate,,,,,No on-call capabilities or API documentation found,Navigating uncertainty and risks in technology development; Identifying technical and financial bottlenecks,Absence of on-call capabilities; No API documentation; Lack of integration tools; Team size not aligned with target market,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://horizonmodeling.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}]",https://horizonmodeling.com,,,,,
