rank,company_id,company_name,website,source,final_score,confidence,final_stage,fit_label,best_contact_persona,personalized_hook,suggested_discovery_question,top_positive_signals,top_negative_signals,likely_pain_points,disqualifiers,manual_review_required,important_urls,homepage_url,careers_url,docs_url,status_url,github_url,blog_or_changelog_url
624,albacore-inc,Albacore Inc.,https://www.albacore.inc,yc,40,high,triage,skip,,,,,; ,Need for efficient incident response mechanisms but lacking software frameworks in place,Hardware/biotech with minimal software ops surface,false,"[{""url"": ""https://www.albacore.inc"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.albacore.inc/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://www.albacore.inc/contact"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.albacore.inc/news"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/albacore-inc"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://www.albacore.inc,https://www.albacore.inc/careers,,,,https://www.albacore.inc/news
625,veritus-com,Veritus,https://www.veritus.com,yc,40,high,triage,skip,,,,; ; ; ,; ,Customer acquisition costs due to stalled applications; Handling after-hours service demands; Reducing fraud and compliance risks in collections,Pure consumer app with no production complexity narrative; No substantive API or developer documentation,false,"[{""url"": ""https://status.veritus.com"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}, {""url"": ""https://trust.veritus.com/monitoring"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://veritus.com/"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://veritus.com/terms/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/veritus"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://veritus.com/,https://veritus.com,,https://status.veritus.com,,
626,vibeflow-ai,VibeFlow,https://vibeflow.ai,yc,40,high,triage,skip,,,,,; ,,Pre-launch with no product surface; Pure consumer app with no production complexity narrative; Mature enterprise with large dedicated SRE/reliability org; Hardware/biotech with minimal software ops surface,false,"[{""url"": ""https://docs.vibeflow.ai/introduction"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://vibeflow.ai"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://vibeflow.ai/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://vibeflow.ai/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": false}, {""url"": ""https://vibeflow.ai/developers"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://vibeflow.ai/founders"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://vibeflow.ai/pricing"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://vibeflow.ai/status"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}, {""url"": ""https://vibeflow.ai/vs"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": true}, {""url"": ""https://www.ycombinator.com/companies/vibeflow"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://vibeflow.ai,https://vibeflow.ai/careers,https://vibeflow.ai/vs,https://vibeflow.ai/status,,https://vibeflow.ai/blog
627,parachute-ai-com,Parachute,https://parachute-ai.com,yc,40,high,triage,skip,,,,; ; ,,Need for robust AI governance; Compliance with healthcare regulations; Risk management in AI deployments,Lacks substantive API/developer documentation; No on-call language; Focus on healthcare AI without clear production software aspects,false,"[{""url"": ""https://docs.google.com/forms/d/e/1FAIpQLSesh8-nZURBgNcyookS87EcMMCHxWAKXMux89YObcpUdCSwew/viewform"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": true}, {""url"": ""https://jobs.ashbyhq.com/assorthealth/8512117b-9768-49b7-a94d-22cf511e071c"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/betterup/6d9f2c8b-d479-4895-b13e-dc719a4ce0f7"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/the-exploration-company/e7253234-8b70-4f03-9c60-f3332c467e1b"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/tribe-ai/5cfd6c5f-5d9e-4e18-a9ab-c97127bb40da"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/tribe-ai/deed1f20-92fe-43ca-8de7-356fc19c1de5"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://www.parachute-ai.com/"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.parachute-ai.com/ai-governance"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}, {""url"": ""https://www.parachute-ai.com/blog-vendor-marketplace"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.parachute-ai.com/blog-white-house-ai-plan"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.parachute-ai.com/contact"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/parachute"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://www.parachute-ai.com/,https://jobs.ashbyhq.com/the-exploration-company/e7253234-8b70-4f03-9c60-f3332c467e1b,https://docs.google.com/forms/d/e/1FAIpQLSesh8-nZURBgNcyookS87EcMMCHxWAKXMux89YObcpUdCSwew/viewform,https://www.parachute-ai.com/ai-governance,,https://www.parachute-ai.com
628,tecto-ai,TectoAI,https://www.tecto.ai,yc,40,high,triage,skip,,,,; ,,Need for efficient AI governance and compliance tools; Challenges in managing AI access and data privacy; Demands for centralized visibility and monitoring of AI tools,no_on_call_or_substantive_docs; pre-launch with no product surface; pure consumer app with no production complexity narrative; mature enterprise with large dedicated SRE/reliability org,false,"[{""url"": ""https://www.tecto.ai"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.tecto.ai/about-us"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.tecto.ai/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/tectoai"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/tectoai/jobs/"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}]",https://www.tecto.ai,https://www.ycombinator.com/companies/tectoai/jobs/,,,,https://www.tecto.ai/blog
629,goriff-com,GoRiff,https://goriff.com,yc,40,medium,triage,skip,,,,,; ,Need for production-critical reliability features; Scalability issues due to focus on consumer app,Pure consumer app with no production complexity narrative; No public API docs or integrations,false,"[{""url"": ""https://goriff.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://goriff.com/contact"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://goriff.com/privacy"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://goriff.com/terms"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://studio.goriff.com"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/goriff"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}]",https://goriff.com,,,,,
630,trychannel3-com,Channel3,https://trychannel3.com,yc,40,high,triage,skip,,,,; ,; ,Poor API documentation hindering developer adoption; Need for robust on-call practices,Pre-launch with no product surface; Hardware/biotech with minimal software ops surface,false,"[{""url"": ""https://status.trychannel3.com"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}, {""url"": ""https://trychannel3.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://trychannel3.com/blog/channel3-awin-power-100"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://trychannel3.com/blog/channel3-raises-6m"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://trychannel3.com/developers"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://trychannel3.com/product-data/arts-entertainment-hobbies-creative-arts-collectibles-sports-collectibles-autographed-sports-paraphernalia-tennis-autographed-sports-paraphernalia"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://trychannel3.com/product-data/brands/davante-adams"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://trychannel3.com/product-data/brands/excellerations"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://trychannel3.com/product-data/brands/psa"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://trychannel3.com/terms"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/channel3"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://trychannel3.com,https://trychannel3.com/product-data/arts-entertainment-hobbies-creative-arts-collectibles-sports-collectibles-autographed-sports-paraphernalia-tennis-autographed-sports-paraphernalia,,https://status.trychannel3.com,,
631,opennote-com,Opennote,https://opennote.com,yc,40,high,triage,skip,,,,; ; ,; ; ,,Pre-launch with no product surface; Pure consumer app with no production complexity narrative,false,"[{""url"": ""https://auth.opennote.com/login?client_id=opennote_web&redirect_uri=https%3A%2F%2Fopennote.com%2Fapi%2Fauth%2Fcallback&code_challenge=m6Syx0WD_1SO6xtTxgUYHGTXCZjxwreAx7HPiEWfIc8&state=099ad1b3d930193aee3fe5909c401d9b&next=%2Fhome&prompt=login"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": true}, {""url"": ""https://status.opennote.com"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}, {""url"": ""https://www.opennote.com/"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.opennote.com/blog"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.opennote.com/blog/reducto"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://www.opennote.com/info/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://www.opennote.com/info/pricing"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/opennote"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://www.opennote.com/,https://www.opennote.com/info/careers,https://auth.opennote.com/login?client_id=opennote_web&redirect_uri=https%3A%2F%2Fopennote.com%2Fapi%2Fauth%2Fcallback&code_challenge=m6Syx0WD_1SO6xtTxgUYHGTXCZjxwreAx7HPiEWfIc8&state=099ad1b3d930193aee3fe5909c401d9b&next=%2Fhome&prompt=login,https://status.opennote.com,,https://www.opennote.com/blog/reducto
632,phases-ai,Phases,https://phases.ai,yc,40,high,triage,skip,,,,; ,; ,Need for effective incident management and root-cause analysis tools for clinical trials; Challenges in maintaining operational performance with existing tools,No public API documentation or webhooks; Hardware-biotech focus with minimal software operations surface,false,"[{""url"": ""https://jobs.ashbyhq.com/Crusoe/76dded42-6d3a-4c4d-a3f4-15f635d93af5"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/mbh-architects/f251b820-e7cf-4d29-a204-fa90af723e73"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/neworbit/86c7d6ad-f266-4a8f-b3b7-caaca32dc12e"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/span/5b751e03-92dc-4812-be9d-f5d63758f640"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/the-exploration-company/93aa41ca-7ce7-4fd2-8fdb-5a5b69bd26f2"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": false}, {""url"": ""https://status.phases.ai"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}, {""url"": ""https://www.phases.ai/"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.phases.ai/terms-of-service"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/phases"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}]",https://www.phases.ai/,https://jobs.ashbyhq.com/the-exploration-company/93aa41ca-7ce7-4fd2-8fdb-5a5b69bd26f2,,https://status.phases.ai,,
633,magnitude-dev,Magnitude,https://magnitude.dev,yc,40,high,triage,skip,,,,,,Need for reliable coding assistance tools as they develop their open-source agent.; Pressure to deliver robust solutions as they scale their offerings.,Pre-launch with no product surface,false,"[{""url"": ""https://github.com/magnitudedev/magnitude"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/beyondmath/cfd1f4b8-b55e-453a-877b-1094c60217a6"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/beyondmath/df9a9d5e-c2ba-4ff5-8148-938fc64fafae"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://jobs.ashbyhq.com/brellium/e9487561-a09e-41fc-9f49-5d7703e281ea"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/callosum/b02718ea-d5f2-4c53-926d-633f6a75fc5b"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/equall/48013ed1-8fab-4b49-b926-6d7e252c1086"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://magnitude.dev"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.ycombinator.com/companies/magnitude"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}]",https://magnitude.dev,https://jobs.ashbyhq.com/beyondmath/df9a9d5e-c2ba-4ff5-8148-938fc64fafae,,,,
634,wafer-ai,Wafer,https://www.wafer.ai,yc,40,high,triage,skip,,,,,,Need for a robust operational structure to ensure reliability as they scale.; Challenges in transitioning from prototype to fully functioning products.,Pre-launch with no product surface; Pure consumer app with no production complexity narrative; Mature enterprise with large dedicated SRE/reliability org; Hardware/biotech with minimal software ops surface,false,"[{""url"": ""https://docs.wafer.ai/wafer-pass"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": true}, {""url"": ""https://github.com/wafer-ai"", ""source_type"": ""github"", ""why_important"": ""Technical footprint and engineering culture."", ""used_in_reasoning"": false}, {""url"": ""https://www.wafer.ai"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.wafer.ai/blog"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.wafer.ai/blog/seed-round"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://www.wafer.ai/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": false}, {""url"": ""https://www.wafer.ai/sla"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.wafer.ai/team"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.wafer.ai/terms"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/wafer"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}]",https://www.wafer.ai,https://www.wafer.ai/careers,https://docs.wafer.ai/wafer-pass,,https://github.com/wafer-ai,https://www.wafer.ai/blog/seed-round
635,perspectiveshealth-ai,Perspectives Health,https://perspectiveshealth.ai,yc,40,high,triage,skip,,,,,; ,Challenges with scaling their backend systems due to rapid growth.; Need for enhancing reliability in their AI-driven solutions for managing clinician workloads.,No access to substantive API or developer documentation.; Software aimed primarily at behavioral health without a clear B2B integration narrative.,false,"[{""url"": ""https://www.linkedin.com/company/perspectives-health"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.perspectiveshealth.ai/"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.perspectiveshealth.ai/bestnotes-guide"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.perspectiveshealth.ai/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://www.perspectiveshealth.ai/user-guide"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/perspectives-health"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://www.perspectiveshealth.ai/,https://www.perspectiveshealth.ai/careers,,https://www.perspectiveshealth.ai,,
636,careswift-com,CareSwift,https://www.careswift.com,yc,40,high,triage,skip,,,,; ; ,,Need for rapid and compliant medical report completion; Error reduction in documentation processes; Improving reimbursement cycles,Does not have public API docs; Does not have on-call reliability language; Focuses on documentation rather than engineering platforms,false,"[{""url"": ""https://apply.workable.com/swift-shift"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://careswift.ai/"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://careswift.ai/about"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://careswift.ai/legal/terms-of-service"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://careswift.ai/platform"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://careswift.ai/solutions"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://careswift.com/"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://support.careswift.com/en/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://support.careswift.com/en/article/what-kind-of-support-and-training-do-you-provide-fty98w/"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/careswift"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://careswift.ai/,https://apply.workable.com/swift-shift,,,,
637,altur-io,Altur,https://altur.io,yc,40,high,triage,skip,,,,; ; ,,Lack of API for integrations with other services; Minimal operational surface for engineering teams due to the AI nature of the business,No evidence of public API docs or webhooks; No substantive developer documentation available,false,"[{""url"": ""https://status.altur.io/en"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}, {""url"": ""https://www.altur.io/en"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.altur.io/en/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://www.altur.io/en/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://www.ycombinator.com/companies/altur"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://www.altur.io/en,https://www.altur.io/en/careers,,https://status.altur.io/en,,https://www.altur.io/en/blog
638,pally-com,Pally,https://pally.com,yc,40,high,triage,skip,,,,; ,; ,Need for unified messaging across platforms; Potential challenges in incident response due to lack of production-focused infrastructure,Pre-launch with no product surface; Pure consumer app with no production complexity narrative,false,"[{""url"": ""https://www.pally.com/"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.pally.com/careers"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.pally.com/careers#career-hero"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://www.pally.com/legal/terms-of-service"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/pally"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://www.pally.com/,https://www.pally.com/careers#career-hero,,,,
639,cyberdesk-io,Cyberdesk,https://www.cyberdesk.io,yc,40,high,triage,skip,,,,; ; ; ; ,,Need for stronger integration capabilities with broader enterprise systems.; Limited appeal to traditional IT infrastructure as their focus is on Windows desktop automation.,Pre-launch with no product surface; Hardware/biotech with minimal software ops surface,false,"[{""url"": ""https://docs.cyberdesk.io"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": false}, {""url"": ""https://docs.cyberdesk.io/concepts/sessions-and-chains"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://docs.cyberdesk.io/webhooks/detailed-guide"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://docs.cyberdesk.io/workflow-prompting/declare-task-succeeded"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://status.cyberdesk.io"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}, {""url"": ""https://www.cyberdesk.io"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.cyberdesk.io/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://www.cyberdesk.io/changelog"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.cyberdesk.io/company"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.cyberdesk.io/terms"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/cyberdesk"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}]",https://www.cyberdesk.io,https://docs.cyberdesk.io/workflow-prompting/declare-task-succeeded,https://docs.cyberdesk.io,https://status.cyberdesk.io,,https://www.cyberdesk.io/blog
